a7d61c58d59aa56c64869e5956faea0a6a538e49f7177d03bc864ab79e575e99, 1388078198, 1, 2, 226, 37.229.117.57, 45286451, 489880000
5e7db92951fef053a69f21bdbf842a50d1171bb331b49c6a0efc5fd61b336c04, 1388078198, 6, 1, 930, 93.75.5.62, 47801505, 219990000
db54fcc8c50aaf488d21d12c70a1d9e88778b213733c5a5ce47fdb97e19ab982, 1388078198, 3, 2, 521, 159.224.47.121, 47801512, 60866321
fabe0cc6169a346798e972cd0735354ec85deb8bd9e87433338c68ed22bd7df2, 1388078198, 4, 2, 796, 93.75.5.62, 47801894, 5500
d025dc42b563e32b5d9ed02acbf8a97cfb1e9cb1e4756d185a57d819e33ec85a, 1388078793, 2, 2, 373, 37.229.201.60, 45286594, 2900000
2cf5abc7c744eb15f365c2ed8acdf773d1a0d3b7531f05ae3415fba94432f9a0, 1388078793, 1, 2, 225, 194.44.118.99, 45286663, 833095000
f7f9eb9419296690c1c219197cf97e8d13e0872076721bd3f4c5828957d37681, 1388078793, 1, 16, 734, 151.0.13.107, 47801847, 38113133
5dd87cee8b90b23dcc1935c34596c5631c8dfefb4f8c184c760496dad5ae97a7, 1388078793, 5, 2, 976, 37.25.0.194, 47801877, 24025300
7444c323ce3286908a04583725199c42876ae917e5ce54d5950e8c61619b9222, 1388079299, 1, 2, 226, 37.229.180.64, 47802001, 5063291
e520e5e6e421ea03730cbe140cc1cfa3d99351e444c60c115dda66476858c544, 1388079299, 1, 2, 227, 79.135.222.145, 47802008, 200000
e6fde01dfc7fbd47d9e72df604e2f6534a23d35f350353a53649a1740bf30a36, 1388079299, 1, 2, 227, 151.0.13.107, 47802009, 89580000
980039bcc12154bdac229dd7f7fb08b49f8f840747132fa55e118ee87ec5ee8c, 1388079299, 2, 2, 375, 89.252.1.11, 47802129, 1341276
3197dabd9de02421e153b558aa365181ea2ed9e882e91c7c0e5681ba0f4742c7, 1388079299, 4, 2, 799, 93.75.5.62, 47802228, 5500
a7e5c38c9c8235453c005ab970ce71558a7e379cb8d727bfaa8786a5139f6210, 1388079299, 4, 2, 797, 93.75.5.62, 47802233, 658867
784436877ac63a700a18bd73031318b501bdde6ad0fe445f97b2da3d407007ee, 1388079299, 4, 2, 797, 93.75.5.62, 47802207, 5500
0d79b231f024afa8605b12b0ea5c3355c1a2040153a7398211de54d4acd50fdb, 1388079667, 2, 2, 373, 176.8.88.233, 47802288, 2844783
4ccd11a1229297dbb8da8de1c1b0920f4eaa3d54a8b0e1eafde1b127f903dc1d, 1388079667, 1, 2, 226, 193.169.132.139, 47802352, 1219585
abb09dc89e3d10eda1faf40c8e2ec5ef0a06e210b40892d6bbb2313f57a808dc, 1388079667, 1, 2, 227, 151.0.13.107, 47802357, 500000000
69b3de3fa9adaa15aa212aa3dfa1b8623138dbbc3a018d838a7edbe2ba3861be, 1388080033, 1, 2, 226, 178.150.191.81, 47802525, 7209450
83b391fb2a93422a6dcd64e2dc03d790dfb1b81d682f5dbb71349db26302a491, 1388080033, 1, 2, 225, 37.229.201.60, 47802529, 44499000
d8f0d20403a61a0c1eb34a1bd9f6e4f99719bf5812bc8ea73614b3f7bfc5ef3c, 1388080033, 5, 2, 817, 93.126.115.222, 47802544, 51778395
70cab4925e492942a4ae891205ca5e4dbb9ba30e06bae4a15f555602dd900fab, 1388080033, 6, 2, 966, 82.193.122.182, 47802678, 251000
3c31e8f4dd6a5a027119f2f71732b30630f60bde44c551a86cbb488e8ec9cc25, 1388080033, 1, 2, 227, 37.229.180.64, 47802692, 251000
aec2a940a1e197bb88703b8c0ed9beccac7db673b0ecad62e3c12389c418b341, 1388080033, 4, 2, 796, 188.130.179.56, 47802690, 5500
65c3ce3aa85699f50aac7ccae53515b7c749ddd5b23e47c139784457112bb818, 1388080518, 1, 2, 226, 109.251.76.60, 47802808, 32676497
87f185c82454a2521e4d268c2b0ba6e3d702bf998dfe571835c1a1f54e64fb42, 1388080518, 4, 2, 798, 91.250.29.62, 47802977, 976685
6bd86e28ec34f85696486f7b0e2019885150265eedc1fc8e2669a879b5100bfc, 1388080518, 5, 1, 783, 5.248.164.231, 47802989, 36000
c3da077a2ee13ab10e4398f8b1ab4e811199907be8743ebbc9c33ba3b7dd12ed, 1388080518, 12, 1, 1821, 81.163.138.196, 47802992, 7968388
a70a14a047f668bc6c5ae81f8f2797a18a3e214cd12065a152b2e9b133a7301f, 1388081037, 1, 2, 226, 93.126.115.222, 47803113, 68820866
8c90cbdb90aed8ab78242c400ae1ca79ab92a52b524cd20ced12f00ee2b4a65a, 1388081037, 1, 2, 225, 89.184.83.218, 47803181, 175990000
ba458bbf8eae7af3da36572369bab459d71fc0c27cb3b3854d93ac9b09bd5310, 1388081037, 1, 2, 226, 86.111.74.79, 41320540, 480000
1313c1ecca163f6d1ba42bc2befe0774f31431f420cdf8083feb6dd556a21785, 1388081037, 1, 2, 226, 37.229.201.60, 47803204, 29940000
1efe3f6807dbb045a975f9ebf8bfc12254d3cb978e9bce5ddf2a2b600bbec8d4, 1388081315, 1, 2, 226, 46.119.120.217, 47803342, 7988609571
555ba36e8e61f23d0776118536cbd259b313ff96fc2b58554297d62d8e8b9c80, 1388081315, 3, 2, 618, 89.184.83.218, 47803363, 2368792
ccc62fe99511db799090862d38bef699a0df7b1f190eb2aa6e0827d26141f6e7, 1388081315, 1, 2, 226, 89.184.83.218, 47803379, 117400000
c7842f07b303894e286fe9b13d8833009b74a510a00930991c8c3abf3c462cdb, 1388081315, 1, 2, 227, 91.225.164.20, 47803382, 2806239895
57563832c2de8d5ed54e6dc1153fb7bdf9542f36039af5322153f4ffca1af4dd, 1388081315, 1, 2, 227, 89.184.83.218, 47803384, 107996000
55594f15084045f6605610aee6c1ff469ff0486b1b178d30b64444cadf6baf0d, 1388081315, 68, 2, 10139, 89.184.83.218, 45288599, 160000000
1452a834e204ec62d43d997530fc7f7d91a8477bc3793b14c92cfc243f7c3a7c, 1388081231, 1, 2, 226, 89.184.83.218, 47803486, 173571000
1662556b04d6a4f9693cd29b0a10732b19572742a5ee86538206815c1fc46c4e, 1388081466, 1, 2, 226, 46.185.21.19, 45288656, 1097857167
207181758526b12321a49c01ae9410dddab60432496aa0ea06eb1ac45b3ce69b, 1388081466, 1, 2, 225, 89.184.83.218, 47803540, 115102000
d4d4e824d5316d7a8f7b042563581e6ed15c411b8b29b40b1ae6b35aa2b12c88, 1388081466, 1, 2, 226, 89.184.83.218, 47803546, 172953000
87169cce43794012017850820bd4a058b67d9603e363b57ae1493daaf80d83ae, 1388081466, 1, 2, 226, 91.225.164.20, 47803545, 27678420
b643ed932b442dfdb5935675233f33f4f73f6189424e7101f3f1d571acbff49d, 1388081466, 1, 2, 227, 89.184.83.218, 47803548, 105457000
a6b3559e3d9cf3f8319ef744835a307cb28be29d911c10f66966290c51700014, 1388081466, 2, 2, 373, 195.222.125.86, 47803594, 3827245
62ba807d00630e34fb60000a6f35c0bcf2835905a1c25e4c8e189279599ba4c8, 1388081466, 4, 2, 666, 91.229.77.32, 47803609, 39000000
e927baffbd7fc1cc4883dc2e981e6722a8f50aead8010c7ddff4226eec56f1db, 1388081466, 1, 2, 227, 188.231.173.108, 41323392, 73000000000
295814544939f9354227738cfbea3faa3c7ff63bb755e2b0837ba72fbd691b5f, 1388081466, 1, 2, 227, 37.229.201.60, 47803919, 13296880973
041572fb54325daf3c259efb1ebae34765795002cd7fd7e8c00cb6b70c80952d, 1388081466, 1, 2, 226, 37.229.201.60, 47803950, 13243885976
600506c90b6bc20ef33b504ee2f3f71f9f86a1c16912ec3323dbc72a97ecd09d, 1388082859, 1, 3, 261, 5.58.51.239, 47803712, 22106528813
6ee0726f7c9d89edda81cad7e623fc48a7cfa0da72aa11cf5b2ac74bd38e7753, 1388082859, 1, 4, 294, 77.120.190.50, 47803717, 11856611560
a1c304aded922198038cd07b1dfd04591d1f1e3188e526bd074db4760a6db8c5, 1388082859, 2, 1, 340, 5.58.51.239, 41321092, 100000
c6275ec97f6f8b71a0927f6ec496e95fe6c4db8008cf6789a8e2b19483a49525, 1388082859, 2, 2, 373, 46.119.120.217, 47803728, 701463348
7be7f4f3640427f540d36fd6d15e517d161b5ee7af9a8d84819977ecb8c13926, 1388082859, 1, 2, 225, 91.225.164.20, 45288896, 49898376
b4db8661574fd8f6c0b341f38d49a6a77d45c715d4c239382c7ecebc16926910, 1388082859, 1, 2, 225, 5.58.51.239, 47803733, 22120100
5020476648e53f3aa1419605386f0d8b6a92941099619a35c69a8eed72bb63cd, 1388082859, 1, 1, 191, 109.86.226.18, 45288927, 99866720
8bb90a01d82583cb1a4a4a0376e697e31d35d9bace007e8ef89e8e2dfa5cbfb2, 1388082859, 1, 1, 192, 88.135.216.171, 45288933, 67190000
8557407436065a80cab23309d1b50251b0e66b31ef21f2e146a61e33ec3453c0, 1388082859, 2, 2, 438, 77.120.190.50, 47803774, 39739622
8811020ac997665a97fcba363f33ad6c37a6ecc3d8f3dc427a8cf67e80f65677, 1388082859, 1, 2, 226, 89.184.83.218, 47803845, 99250000
0675a7faeb3dcce7f797e0cbc0f682f4759e4849612b1294a30c9ce14ff2c21d, 1388082859, 1, 2, 227, 95.215.158.7, 47803868, 3238337
80812badac49d4bc3486f8f7269f0f302d850a53a2a24e23f4ab6c61df45f04c, 1388082859, 1, 2, 227, 37.229.201.60, 45289190, 64880000
3088e7d5fe898ca00e72f6af860598ba9c889376e57b85b8b3b86d67fbb3ecd4, 1388082859, 1, 2, 259, 109.87.83.133, 47803893, 5289000
0ac1a887981836638b7f5cae38dc1a94de4b44f2bbf3559ece708dff72fc429a, 1388082859, 3, 1, 489, 91.200.42.65, 45289238, 5800000
8a204130c28028212dab2e5b7302386c593aac987c4845ca913dccc7b664eda8, 1388082859, 1, 2, 226, 109.87.83.133, 47804147, 1858243
7f8ccae2fe6afc85fb82a0c737eb19f30c7779edddfdc6459f2387dd2838302a, 1388082859, 2, 2, 375, 46.119.120.217, 47804107, 101431280
c88f67ffb64ff20eda929ad1f3fa029a7351ea5a424528866d0c6af1782dcad6, 1388082859, 2, 2, 439, 37.229.201.60, 47804139, 26483200
3704b34a914ebcd3662d27b42ea42da30b2c79c9f4e2f5ce17b1f286c6b2e659, 1388083686, 1, 2, 258, 46.119.120.217, 41321561, 103405353
ae52cb377b09710d51e94ddfcd31cb93b4c5fed8e9ad3c1e8dd4c99954ed0513, 1388083686, 10, 1, 1843, 109.86.226.18, 41321573, 106726746
f023c38dda8d313602cb2a9ce02dd7bd02b12aa8cbf8337b8d3a53f4e25a412f, 1388083686, 1, 2, 226, 91.229.77.32, 47804179, 205501790
fdac429669b57bd1ea57c5533651252fa7c94ac23d29e42453336bcbd81f41d1, 1388083686, 1, 3, 260, 89.184.83.218, 47804194, 9495192692
5a5e2490e92d92012e514b9594d4563e753429cc78e1c841866222e98f18582d, 1388083686, 1, 2, 257, 5.58.51.239, 45289429, 24980000
bbc0a786952de3d0f6fb5c9aa765c360db4f886a97c6af8633cd661ace8bc239, 1388083686, 1, 2, 226, 194.143.145.222, 47804491, 499990000
9730bf449db9faf896eb48efad4c049384897db38418564e1eed6ae52de8a459, 1388083686, 1, 2, 226, 37.229.201.60, 45289735, 2200000
2bfb415e57583761bf487194110eb620215b910d14a8ca435056cd173338a0c2, 1388083686, 1, 2, 226, 91.202.73.27, 47804505, 800000
e39970b89f9169cf5210af223ef6018ec7a272efbcc56de805974c07b145aa27, 1388083686, 1, 2, 226, 91.225.164.20, 47804506, 150000000
e1c79c73d52adda3fa936ad4772ae3d68586898ac8821e8e997e198e8e4c9e30, 1388083686, 1, 2, 226, 89.184.83.218, 47804510, 182149000
da6dcaeba03fb811484f95c33e568ba5d7f3f351d39d68c6f235c5ff6d97de49, 1388083686, 1, 2, 227, 5.58.51.239, 45289788, 2493734
a9ebd5d1a1011dcc6b2232d850a632b4063195bd600a07e209bfd4825c3986a2, 1388083686, 1, 2, 227, 91.225.164.20, 47804529, 2711217718
7063a40e73caa93722003106636e67ad5300478337f6e91f39bb92c5f1ca9d2e, 1388083686, 1, 2, 227, 95.215.158.7, 47804541, 122616605
7477f2789fde87a96fb7eea796252e56e9b7722c63214261abf2213cff890c26, 1388083686, 1, 2, 227, 89.184.83.218, 47804540, 95622000
1efa1360f6090ad32326dbd686b3d9cc5dea64bf5c3808671d7cec9878fd771e, 1388083686, 1, 2, 225, 31.133.93.75, 47804632, 90638000
5566f3ee0629856ad166e1551082e631d6b8d9a9fab1d78230d04122a9c20afa, 1388083686, 1, 2, 225, 91.234.208.163, 47804690, 89406000
8e61dfc4394b8e34eeaad488f81ce1b405e376334f598cc8a267a7a80e721f52, 1388083686, 1, 2, 259, 109.87.83.133, 47804636, 6889000
7b112fc96286fc7633d7100f1c981f1c0d0e166f16d01be4e9cd82504f139c2b, 1388083686, 1, 6, 361, 194.143.145.222, 45289958, 499990000
e785b312aa2a654aa49a04f3532b53f071b1942d2199bb977ee51d023fd7fcd9, 1388083686, 2, 2, 375, 188.190.217.163, 47804791, 30140000
5e0f6440c52fda9be54e8eaacf2ade8cadd48691a7b4f4e8280f0818863fee3e, 1388083686, 4, 2, 795, 109.87.83.133, 47804889, 2498600
bf03b631b5ddf899dae11fdcfa06ad7a2e551f3f6874552ac9e668f7f9472ff6, 1388083686, 4, 2, 797, 5.58.51.239, 47804902, 16798700
ee61747422b3d3b7a3095b72bfdcba60c80b9df51df3a0de8a8d8c793ffdc29b, 1388083686, 4, 2, 797, 109.87.83.133, 47804904, 12085700
a09945cf5fbd8fe08cb722471165d16a49b60e14ab3f76f1a62f9951e1c121aa, 1388083686, 4, 2, 797, 109.87.83.133, 47804907, 6000
e8ddeb791f1fdc2f985946b6ea63fe6a344325e113a859cff34d84606fbee013, 1388083686, 4, 2, 797, 194.143.145.222, 47804911, 5500
9c5e4d7c4024ffdb05d6e7ae8b678f7b2919b1a36e5184600785932058efe322, 1388083686, 4, 2, 798, 5.58.51.239, 47804918, 6115900
abb09495108f30e5b93d562aea7f8a5a26701a63b949dd965ffd1a0fdd57015e, 1388083686, 4, 2, 798, 5.58.51.239, 47804919, 5500
b8573e2cd1904c664e90c4560283f2dd7189e8128fbdf144805b4468facfb2c4, 1388083686, 4, 2, 799, 5.58.51.239, 47804923, 93567
0a773c1e947f7b06d33a01946cfff458af500e41a8b91c9b743d623c282bc5a9, 1388083686, 4, 2, 799, 109.87.83.133, 47804924, 1333857
